,longitude,latitude,propertyTaxRate,price,numPriceChanges,saleMonth,saleYear,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,medianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,age,zipcode_median,clusters,cluster
0,-97.66307831,30.43063164,1.98,305000,5,9,2019,39,0,5,2,1,3,0,1,0,2601,1,0,1,1,1.266666667,2.666666667,1063,14,3.0,4,2,9,289700.0,0,pink
1,-97.66169739,30.4326725,1.98,295000,1,10,2020,29,0,1,2,0,0,0,0,0,1768,1,0,1,1,1.4,2.666666667,1063,14,2.0,4,1,8,289700.0,0,pink
2,-97.63977051,30.40974808,1.98,256125,1,7,2019,2,0,4,1,0,1,0,0,0,1478,0,2,1,1,1.2,3.0,1108,14,2.0,3,1,3,289700.0,0,pink
3,-97.66165924,30.43211174,1.98,240000,4,8,2018,9,0,0,2,0,0,0,0,0,1678,1,0,1,1,1.4,2.666666667,1063,14,2.0,3,1,8,289700.0,0,pink
4,-97.65686035,30.43736839,1.98,239900,3,10,2018,27,0,0,1,0,0,0,0,0,2132,1,0,1,1,1.133333333,4.0,1223,14,3.0,3,2,19,289700.0,0,pink
5,-97.65618134,30.43777466,1.98,309045,2,8,2020,2,0,3,1,2,2,0,0,0,1446,1,0,1,1,1.066666667,4.0,1223,14,2.0,3,1,1,289700.0,0,pink
6,-97.64339447,30.4146843,1.98,315000,2,6,2020,36,0,3,1,0,0,0,0,0,2432,1,0,1,1,1.233333333,3.666666667,1051,12,3.0,4,2,5,289700.0,0,pink
7,-97.65803528,30.43940353,1.98,219900,2,10,2018,21,0,3,1,0,0,0,0,0,1422,1,0,1,1,1.166666667,4.0,1223,14,3.0,3,2,19,289700.0,0,pink
8,-97.65795898,30.43909645,1.98,225000,1,9,2019,16,0,2,1,1,1,0,0,0,1870,1,0,1,1,1.166666667,4.0,1223,14,2.0,3,2,19,289700.0,0,pink
9,-97.63812256,30.16070175,1.98,194800,1,9,2018,23,0,3,2,0,0,0,0,0,1422,1,0,1,1,1.2,3.0,1615,14,3.0,3,2,8,199800.0,0,pink
10,-97.64328766,30.41493416,1.98,279900,2,8,2020,32,0,3,2,0,3,0,0,0,1580,1,0,1,1,1.2,3.666666667,1051,12,2.0,3,1,5,289700.0,0,pink
11,-97.63335419,30.159338,1.98,250000,1,4,2019,37,0,4,1,0,0,0,0,0,2281,1,0,1,1,1.2,3.0,1615,14,3.0,3,2,5,199800.0,0,pink
12,-97.62343597,30.16776848,1.98,239900,9,9,2020,28,0,4,2,1,0,0,0,0,1762,1,0,1,1,0.633333333,3.333333333,1626,14,2.0,4,1,16,199800.0,0,pink
13,-97.65058136,30.15428352,1.98,200000,1,12,2018,16,0,4,1,0,0,0,0,0,1326,1,0,1,1,1.833333333,3.0,1615,14,2.0,3,1,18,199800.0,0,pink
14,-97.63627625,30.15972137,1.98,131679,5,8,2020,54,0,2,2,1,1,0,0,0,1655,1,0,1,1,1.233333333,3.0,1615,14,3.0,3,2,11,199800.0,0,pink
15,-97.64641571,30.15768814,1.98,200000,1,6,2020,25,0,4,2,3,1,0,1,0,1228,1,0,1,1,1.466666667,3.0,1615,14,2.0,3,1,21,199800.0,0,pink
16,-97.61647034,30.16875839,1.98,212000,5,2,2019,26,0,3,2,0,0,0,0,0,1752,1,0,1,1,0.566666667,3.333333333,1626,14,2.0,4,1,12,199800.0,0,pink
17,-97.79472351,30.48640823,2.21,687850,13,8,2018,40,0,4,2,0,0,0,0,0,4564,1,0,1,1,3.266666667,7.666666667,1259,14,6.0,5,2,7,410000.0,0,pink
18,-97.79651642,30.49437523,2.21,409000,4,12,2018,31,0,6,3,0,0,0,0,0,3233,1,0,1,1,1.933333333,8.333333333,1481,16,4.0,5,2,14,410000.0,0,pink
19,-97.5769577,30.25570679,1.98,199000,3,12,2020,21,1,2,2,1,0,0,0,0,1511,1,0,1,1,2.433333333,2.666666667,1478,13,2.0,3,1,15,249000.0,0,pink
20,-97.79787445,30.49563789,2.21,400000,2,1,2020,20,0,3,2,0,0,0,0,0,2228,1,0,1,1,1.9,8.333333333,1481,16,2.0,3,1,13,410000.0,0,pink
21,-97.79174042,30.49025726,2.21,699000,1,12,2020,36,0,7,2,2,0,0,0,1,4020,1,0,1,1,3.266666667,7.666666667,1259,14,4.0,4,2,6,410000.0,0,pink
22,-97.79489899,30.48877525,2.21,549900,2,3,2018,69,0,4,3,0,0,0,0,0,3494,1,0,1,1,3.3,7.666666667,1259,14,5.0,4,2,8,410000.0,0,pink
23,-97.7052002,30.08774757,1.98,350000,6,3,2019,27,0,3,2,0,0,0,0,0,1216,1,0,1,1,5.2,3.333333333,1557,14,5.0,8,1,14,275000.0,0,pink
24,-97.58731842,30.2331543,1.98,240000,2,12,2020,10,0,4,2,2,0,0,0,0,1534,1,0,1,1,1.8,3.0,1457,13,3.0,3,1,22,204200.0,0,pink
25,-97.57801819,30.23806572,1.98,249900,1,12,2020,35,2,3,2,1,1,0,0,0,1738,1,0,1,1,1.966666667,3.0,1457,13,2.0,3,1,8,204200.0,0,pink
26,-97.79308319,30.49218941,2.21,400000,2,4,2020,21,0,3,3,2,1,0,1,0,2630,1,0,1,1,2.033333333,8.333333333,1481,16,3.0,5,2,11,410000.0,0,pink
27,-97.57833099,30.23823738,1.98,200000,1,1,2018,33,0,5,2,0,0,0,0,0,1652,1,0,1,1,1.966666667,3.0,1457,13,2.0,3,1,9,204200.0,0,pink
28,-97.85929108,30.42645645,1.98,875000,2,11,2020,38,0,8,2,4,1,0,0,0,3402,1,0,1,1,2.066666667,7.0,1277,16,4.0,4,2,17,489000.0,1,light purple
29,-97.71691132,30.10340118,1.98,164995,4,10,2020,29,0,1,2,2,2,0,1,0,2350,1,0,1,1,4.766666667,3.333333333,1557,14,2.0,3,1,51,275000.0,0,pink
30,-97.69814301,30.17614555,1.98,287500,2,4,2019,40,0,4,2,0,0,0,0,0,1634,1,0,1,1,2.9,3.666666667,1532,12,2.0,3,1,5,259000.0,0,pink
31,-97.79379272,30.48899651,2.21,650000,1,3,2020,1,0,3,3,1,0,0,2,0,3047,1,0,1,1,3.3,7.666666667,1259,14,4.0,4,1,8,410000.0,0,pink
32,-97.57905579,30.24176788,1.98,196000,1,1,2019,29,0,7,1,0,0,0,0,0,1399,1,0,1,1,1.933333333,3.0,1457,13,2.0,3,1,6,204200.0,0,pink
33,-97.69979095,30.0850296,1.98,239999,5,8,2018,35,0,1,0,0,0,0,0,0,1264,1,0,1,1,5.366666667,3.333333333,1557,14,2.0,3,1,36,275000.0,0,pink
34,-97.85840607,30.42596436,1.98,830000,5,9,2019,37,0,4,1,1,3,0,1,0,3573,1,0,1,1,2.0,7.0,1277,16,5.0,4,2,16,489000.0,1,light purple
35,-97.59126282,30.23158455,1.98,219990,1,6,2019,24,0,4,1,0,1,0,0,0,2035,1,0,1,1,1.766666667,3.0,1457,13,3.0,3,2,21,204200.0,0,pink
36,-97.63643646,30.21509933,1.98,195000,1,3,2019,26,0,4,1,0,0,0,0,0,1304,1,0,1,1,3.266666667,3.0,1457,13,2.0,3,1,12,204200.0,0,pink
37,-97.90055847,30.41598701,1.98,4250000,7,8,2018,40,0,7,2,0,0,0,0,0,7284,1,0,1,1,4.1,7.0,1277,16,7.0,7,2,16,550000.0,2,dark purple
38,-97.69815826,30.17544556,1.98,309999,1,3,2018,31,0,7,2,0,0,0,0,0,1907,1,0,1,1,2.9,3.666666667,1532,12,3.0,3,2,5,259000.0,0,pink
39,-97.824646,30.4428997,1.98,427000,5,3,2020,8,0,2,2,2,2,0,1,0,2484,1,0,1,1,1.233333333,8.0,1275,15,3.0,4,2,33,489000.0,0,pink
40,-97.59052277,30.22610283,1.98,205000,2,1,2018,24,0,6,1,0,0,0,0,0,2088,1,0,1,1,1.9,3.0,1457,13,3.0,4,1,15,204200.0,0,pink
41,-97.70490265,30.11837578,1.98,300000,4,11,2018,31,0,2,0,0,0,0,0,0,2100,1,0,1,1,4.9,3.666666667,1532,12,3.0,4,1,8,275000.0,0,pink
42,-97.79753113,30.49414444,2.21,344600,3,9,2019,41,0,5,2,2,0,0,2,0,2134,1,0,1,1,2.0,8.333333333,1481,16,3.0,3,2,13,410000.0,0,pink
43,-97.90070343,30.41670609,1.98,3395000,9,7,2020,56,0,4,3,3,0,2,0,0,4747,1,0,1,1,4.166666667,7.0,1277,16,5.0,5,1,29,550000.0,2,dark purple
44,-97.72125244,30.16147995,1.98,399900,1,6,2020,40,0,4,2,1,4,0,0,0,2629,1,0,1,1,3.133333333,3.666666667,1532,12,3.0,3,1,6,259000.0,0,pink
45,-97.79273224,30.42639351,1.98,648000,6,11,2020,50,0,6,2,2,2,0,0,0,2567,1,0,1,1,1.166666667,9.0,1616,16,3.0,4,2,30,585000.0,0,pink
46,-97.63728333,30.2131176,1.98,186500,1,2,2018,6,0,3,1,0,0,0,0,0,1420,1,0,1,1,3.3,3.0,1457,13,2.0,3,1,12,204200.0,0,pink
47,-97.58043671,30.23823547,1.98,219000,1,4,2020,28,0,5,2,1,1,0,0,0,1267,1,0,1,1,1.9,3.0,1457,13,2.0,3,1,6,204200.0,0,pink
48,-97.59007263,30.22929382,1.98,179900,1,3,2018,25,0,0,1,0,0,0,0,0,1194,1,0,1,1,1.833333333,3.0,1457,13,2.0,3,1,17,204200.0,0,pink
49,-97.78580475,30.46325684,2.21,405000,1,2,2020,28,0,3,2,2,1,0,1,0,2142,1,0,1,1,2.3,6.0,1228,14,2.0,3,1,10,335000.0,0,pink
50,-97.89057159,30.41860008,1.98,2950000,4,10,2019,40,0,4,4,0,0,0,0,0,9591,1,0,1,1,3.533333333,7.0,1277,16,7.0,5,2,15,550000.0,2,dark purple
51,-97.71607208,30.11583138,1.98,565000,1,8,2019,25,0,2,1,3,2,0,0,0,2169,1,0,1,1,4.633333333,3.333333333,1557,14,3.0,3,2,28,275000.0,0,pink
52,-97.63804626,30.21501923,1.98,194098,1,3,2019,9,0,5,1,0,0,0,0,0,1296,1,0,1,1,3.333333333,3.0,1457,13,2.0,3,1,7,204200.0,0,pink
53,-97.58674622,30.25937271,1.98,255700,2,4,2019,22,0,3,2,0,0,0,0,0,2570,1,0,1,1,2.2,2.666666667,1478,13,3.0,4,2,3,249000.0,0,pink
54,-97.82499695,30.44238663,1.98,495000,1,6,2019,1,0,3,1,0,0,0,0,0,3140,1,0,1,1,1.233333333,8.0,1275,15,3.0,5,2,32,489000.0,0,pink
55,-97.69773102,30.1761322,1.98,325000,4,8,2020,67,0,4,2,1,1,0,1,0,2068,1,0,1,1,2.9,3.666666667,1532,12,3.0,4,2,5,259000.0,0,pink
56,-97.69129944,30.10301971,1.98,250000,1,8,2020,31,0,3,2,2,0,0,0,0,2736,1,0,1,1,4.833333333,3.333333333,1557,14,2.0,4,1,39,250000.0,0,pink
57,-97.5803299,30.23895073,1.98,198500,4,4,2020,27,0,5,2,1,1,0,0,0,1807,1,0,1,1,1.866666667,3.0,1457,13,2.0,4,1,15,204200.0,0,pink
58,-97.82511139,30.44222832,1.98,485000,1,10,2020,60,0,5,2,1,1,0,0,0,2956,1,0,1,1,1.233333333,8.0,1275,15,3.0,5,1,31,489000.0,0,pink
59,-97.90081787,30.41809464,1.98,5495000,5,10,2020,43,0,2,2,0,0,0,0,0,8800,1,0,1,1,4.166666667,7.0,1277,16,8.0,5,3,25,550000.0,2,dark purple
60,-97.79917908,30.49202919,2.21,440000,1,5,2020,31,0,4,3,1,2,0,1,0,2595,1,0,1,1,2.1,8.333333333,1481,16,3.0,5,2,5,410000.0,0,pink
61,-97.63726807,30.21296501,1.98,225000,2,2,2019,19,0,5,1,0,0,0,0,0,1420,1,0,1,1,3.3,3.0,1457,13,2.0,3,1,11,204200.0,0,pink
62,-97.58735657,30.24004555,1.98,207900,4,7,2018,26,0,2,2,0,0,0,0,0,1929,1,0,1,1,1.633333333,3.0,1457,13,2.0,3,1,18,204200.0,0,pink
63,-97.8055191,30.43397141,1.98,575000,1,1,2021,23,0,4,2,1,0,0,0,0,2170,0,1,1,1,1.2,8.666666667,1632,16,2.0,4,1,45,585000.0,0,pink
64,-97.5835495,30.23721313,1.98,200000,1,9,2019,30,0,2,1,0,1,0,0,0,1592,1,0,1,1,1.766666667,3.0,1457,13,3.0,3,2,25,204200.0,0,pink
65,-97.79280853,30.48861694,2.21,675000,2,7,2019,40,0,3,2,1,0,0,0,0,3837,1,0,1,1,3.266666667,7.666666667,1259,14,5.0,5,2,5,410000.0,0,pink
66,-97.8576889,30.42463112,1.98,975000,1,1,2018,36,0,3,1,0,0,0,0,0,3450,1,0,1,1,1.9,7.0,1277,16,4.0,4,1,10,489000.0,1,light purple
67,-97.78694916,30.45297623,2.21,259000,2,1,2019,19,0,4,3,0,0,0,0,0,1239,1,0,1,1,1.766666667,5.333333333,1369,12,2.0,3,1,45,335000.0,0,pink
68,-97.69738007,30.17658806,1.98,275000,1,2,2020,40,0,4,1,0,0,0,1,0,1449,1,0,1,1,2.9,3.666666667,1532,12,2.0,3,1,5,259000.0,0,pink
69,-97.58533478,30.23699188,1.98,199999,4,8,2019,18,0,3,1,1,0,0,0,0,1335,1,0,1,1,1.733333333,3.0,1457,13,2.0,3,1,24,204200.0,0,pink
70,-97.63460541,30.22005844,1.98,268729,5,6,2020,1,0,3,1,0,1,0,1,0,1514,1,0,1,1,3.133333333,3.0,1457,13,2.0,3,1,1,204200.0,0,pink
71,-97.79401398,30.48804855,2.21,625000,1,7,2019,30,0,2,2,1,0,0,0,0,3111,1,0,1,1,3.266666667,7.666666667,1259,14,3.0,4,1,8,410000.0,0,pink
72,-97.82407379,30.44311714,1.98,435000,7,7,2020,65,0,2,2,2,0,0,2,0,3113,1,0,1,1,1.2,8.0,1275,15,3.0,4,2,32,489000.0,0,pink
73,-97.6965332,30.17620659,1.98,285000,2,12,2018,1,0,4,1,0,0,0,0,0,1973,1,0,1,1,2.9,3.666666667,1532,12,3.0,3,2,5,259000.0,0,pink
74,-97.79354858,30.35284042,1.98,399900,1,1,2019,26,0,3,1,0,0,0,0,0,1487,1,0,1,1,3.4,7.0,1177,16,2.0,2,1,26,750000.0,0,pink
75,-97.58175659,30.23677063,1.98,215000,1,8,2019,27,0,3,1,0,0,0,0,0,1370,1,0,1,1,1.833333333,3.0,1457,13,2.0,3,1,5,204200.0,0,pink
76,-97.86306763,30.42306328,1.98,519500,3,11,2020,67,0,2,2,1,3,0,0,0,3055,1,0,1,1,2.1,7.0,1277,16,4.0,4,2,21,489000.0,0,pink
77,-97.8269043,30.39213753,1.98,450000,1,8,2018,14,0,2,1,0,0,0,0,0,2283,1,0,1,1,0.6,7.0,1381,16,3.0,4,2,11,585000.0,0,pink
78,-97.82700348,30.43273163,1.98,463700,1,10,2018,37,0,2,1,0,0,0,0,0,3115,1,0,1,1,1.533333333,8.0,1275,15,3.0,4,2,26,489000.0,0,pink
79,-97.58552551,30.24313545,1.98,209900,1,3,2020,23,0,7,2,0,0,0,1,0,1419,1,0,1,1,1.666666667,3.0,1457,13,2.0,3,1,34,204200.0,0,pink
80,-97.6966629,30.17849541,1.98,375000,2,8,2020,78,0,2,2,1,0,0,0,0,2682,1,0,1,1,2.9,3.666666667,1532,12,5.0,7,2,5,259000.0,0,pink
81,-97.63555145,30.21564484,1.98,229900,1,6,2020,32,0,2,2,1,1,0,0,0,1936,1,0,1,1,3.2,3.0,1457,13,3.0,4,2,7,204200.0,0,pink
82,-97.8644104,30.42333984,1.98,549900,1,8,2018,38,0,3,2,0,0,0,0,0,3794,1,0,1,1,2.133333333,7.0,1277,16,4.0,4,2,20,489000.0,0,pink
83,-97.7984848,30.37599945,1.98,690000,3,1,2019,36,0,5,1,0,0,0,0,0,2967,1,0,1,1,2.933333333,7.0,1523,17,3.0,4,2,38,585000.0,1,light purple
84,-97.79445648,30.48835182,2.21,584900,1,3,2019,43,0,3,2,0,0,0,0,0,3787,1,0,1,1,3.3,7.666666667,1259,14,4.0,5,2,7,410000.0,0,pink
85,-97.66204071,30.43100929,1.98,287500,3,6,2018,47,0,3,2,0,0,0,0,0,2314,1,0,1,1,1.333333333,2.666666667,1063,14,3.0,5,1,10,289700.0,0,pink
86,-97.79827881,30.44328117,1.98,599800,2,9,2019,40,0,7,1,2,1,0,1,0,2753,0,1,1,1,0.833333333,8.666666667,1632,16,3.0,5,1,44,585000.0,0,pink
87,-97.69682312,30.17821121,1.98,325000,1,9,2018,22,0,4,1,0,0,0,0,0,2068,1,0,1,1,2.9,3.666666667,1532,12,3.0,4,2,5,259000.0,0,pink
88,-97.79090881,30.50044441,2.21,350000,2,8,2020,27,0,4,3,1,1,0,1,0,1791,1,0,1,1,1.633333333,8.333333333,1481,16,3.0,3,2,15,410000.0,0,pink
89,-97.86334991,30.42362785,1.98,574900,1,3,2018,1,0,3,1,0,0,0,0,0,3338,1,0,1,1,2.133333333,7.0,1277,16,4.0,4,2,20,489000.0,0,pink
90,-97.82636261,30.39304733,1.98,374000,3,4,2019,25,0,3,2,0,0,0,0,0,2283,1,0,1,1,0.6,7.0,1381,16,3.0,4,2,8,585000.0,0,pink
91,-97.79793549,30.44368362,1.98,699900,3,10,2019,39,0,3,1,1,1,0,1,0,2997,0,1,1,1,0.833333333,8.666666667,1632,16,3.0,4,1,44,585000.0,1,light purple
92,-97.57658386,30.24139214,1.98,205000,2,9,2019,22,0,3,1,0,0,0,1,0,1225,1,0,1,1,2.033333333,3.0,1457,13,2.0,3,1,4,204200.0,0,pink
93,-97.86064148,30.4257164,1.98,425000,3,9,2020,120,0,3,2,1,2,0,1,0,2864,1,0,1,1,2.066666667,7.0,1277,16,3.0,5,1,19,489000.0,0,pink
94,-97.79362488,30.35377121,1.98,425000,1,7,2019,1,0,7,1,0,2,0,1,0,1573,1,0,1,1,3.433333333,7.0,1177,16,2.0,3,1,37,750000.0,0,pink
95,-97.79425049,30.42850685,1.98,684000,3,10,2020,55,0,3,2,1,1,0,0,0,2656,1,0,1,1,1.2,9.0,1616,16,3.0,4,2,33,585000.0,1,light purple
96,-97.78601074,30.49367523,2.21,359965,1,7,2020,40,0,4,3,2,1,0,1,0,1975,1,0,1,1,2.0,8.333333333,1481,16,3.0,4,2,19,410000.0,0,pink
97,-97.66173553,30.28166008,1.98,120000,7,6,2018,23,0,1,1,0,0,0,0,0,1745,1,0,1,1,2.466666667,3.666666667,480,14,2.0,4,1,50,204200.0,0,pink
98,-97.66221619,30.4310627,1.98,225000,5,10,2018,34,0,4,1,0,0,0,0,0,1375,1,0,1,1,1.333333333,2.666666667,1063,14,2.0,3,1,10,289700.0,0,pink
99,-97.71595001,30.16103935,1.98,388990,3,10,2018,5,0,4,1,0,0,0,0,0,2502,1,0,1,1,3.1,3.666666667,1532,12,3.0,4,1,4,259000.0,0,pink
100,-97.78577423,30.43559074,1.98,435000,2,10,2018,19,0,3,2,0,0,0,0,0,2313,0,1,1,1,1.1,8.666666667,1632,16,2.0,4,1,49,585000.0,0,pink
101,-97.78955841,30.38071632,1.98,795000,2,7,2020,37,0,7,2,0,1,0,1,0,2700,1,0,1,1,2.5,7.0,1523,17,3.0,4,2,32,585000.0,1,light purple
102,-97.58241272,30.23648262,1.98,218800,2,5,2019,44,0,3,2,0,0,0,0,0,1480,1,0,1,1,1.833333333,3.0,1457,13,2.0,3,1,5,204200.0,0,pink
103,-97.57323456,30.23937988,1.98,200000,1,12,2019,24,0,3,1,2,1,0,0,0,1321,1,0,1,1,2.233333333,3.0,1457,13,3.0,3,2,6,204200.0,0,pink
104,-97.82276917,30.44245338,1.98,368500,2,3,2018,19,0,0,1,0,0,0,0,0,2267,1,0,1,1,1.2,8.0,1275,15,2.0,4,1,32,489000.0,0,pink
105,-97.64196777,30.29319191,1.98,454500,1,10,2020,44,0,1,2,2,2,0,1,0,2508,1,0,1,2,2.933333333,3.666666667,1085,11,3.0,3,1,3,249000.0,0,pink
106,-97.64426422,30.41343117,1.98,285000,1,7,2020,26,0,3,2,0,1,0,0,0,1791,1,0,1,1,1.2,3.666666667,1051,12,2.0,3,1,4,289700.0,0,pink
107,-97.8372345,30.35632515,1.98,799000,5,6,2019,56,0,2,2,0,0,0,0,0,4491,1,0,1,1,2.466666667,7.0,1381,16,7.0,5,2,25,887450.0,1,light purple
108,-97.59135437,30.2332058,1.98,199000,2,2,2020,19,0,3,1,0,0,0,0,0,1268,1,0,1,1,1.733333333,3.0,1457,13,2.0,3,1,11,204200.0,0,pink
109,-97.79277039,30.48777962,2.21,622800,1,12,2018,36,0,3,2,0,0,0,0,0,2903,1,0,1,1,3.266666667,7.666666667,1259,14,3.0,3,1,7,410000.0,0,pink
110,-97.86214447,30.42370224,1.98,429000,9,1,2020,32,0,5,1,1,0,0,0,0,3033,1,0,1,1,2.033333333,7.0,1277,16,4.0,4,2,21,489000.0,0,pink
111,-97.62621307,30.28354454,1.98,259900,1,3,2019,33,0,3,1,0,0,0,0,0,2573,1,0,1,2,2.733333333,3.666666667,1085,11,3.0,3,2,12,249000.0,0,pink
112,-97.79472351,30.43855476,1.98,629000,3,10,2020,77,0,7,2,3,1,0,0,0,2340,0,1,1,1,0.9,8.666666667,1632,16,3.0,4,2,44,585000.0,0,pink
113,-97.79372406,30.48757362,2.21,525000,3,2,2019,40,0,3,2,0,0,0,0,0,3187,1,0,1,1,3.266666667,7.666666667,1259,14,3.0,4,2,7,410000.0,0,pink
114,-97.86241913,30.42442703,1.98,345000,6,11,2020,55,0,1,3,4,2,0,0,0,3675,1,0,1,1,2.133333333,7.0,1277,16,4.0,5,2,19,489000.0,0,pink
115,-97.63545227,30.21903992,1.98,255000,1,3,2020,1,0,3,2,0,1,0,1,0,1641,1,0,1,1,3.166666667,3.0,1457,13,2.0,3,1,4,204200.0,0,pink
116,-97.69345856,30.17507362,1.98,282226,1,2,2020,8,0,0,0,1,0,0,0,0,1413,1,0,1,1,2.966666667,3.666666667,1532,12,2.0,3,1,2,259000.0,0,pink
117,-97.58052063,30.25222778,1.98,180000,3,10,2018,24,0,4,2,0,0,0,0,0,1326,1,0,1,1,2.166666667,2.666666667,1478,13,2.0,3,1,17,249000.0,0,pink
118,-97.58959198,30.22755814,1.98,184900,2,8,2019,24,0,5,1,0,0,0,1,0,1203,1,0,1,1,1.866666667,3.0,1457,13,2.0,3,1,16,204200.0,0,pink
119,-97.79732513,30.37546539,1.98,750000,2,9,2020,110,0,4,2,1,0,0,1,0,2922,1,0,1,1,2.833333333,7.0,1523,17,4.0,3,2,39,585000.0,1,light purple
120,-97.82764435,30.4350853,1.98,475000,1,11,2020,38,1,3,2,5,3,0,0,0,2428,1,0,1,1,1.466666667,8.0,1275,15,3.0,3,2,25,489000.0,0,pink
121,-97.63741302,30.21356583,1.98,219000,1,9,2019,24,0,4,2,1,3,0,0,0,1256,1,0,1,1,3.3,3.0,1457,13,2.0,3,1,11,204200.0,0,pink
122,-97.66323853,30.4310627,1.98,293300,6,2,2019,33,0,3,1,0,0,0,0,0,3047,1,0,1,1,1.3,2.666666667,1063,14,3.0,3,2,10,289700.0,0,pink
123,-97.58449554,30.24378967,1.98,229999,1,5,2019,25,0,4,1,0,0,0,1,0,1712,1,0,1,1,1.7,3.0,1457,13,3.0,3,2,33,204200.0,0,pink
124,-97.79473877,30.43881416,1.98,415000,1,3,2018,40,0,0,1,0,0,0,0,0,2234,0,1,1,1,0.9,8.666666667,1632,16,3.0,3,1,46,585000.0,0,pink
125,-97.64522552,30.2913475,1.98,175000,2,12,2018,17,0,2,2,0,0,0,0,0,1315,1,0,1,2,3.1,3.666666667,1085,11,2.0,3,1,41,249000.0,0,pink
126,-97.7857132,30.37837791,1.98,398900,4,12,2020,1,0,0,1,0,0,0,0,0,2089,1,0,1,1,2.2,7.0,1523,17,2.0,3,1,50,585000.0,0,pink
127,-97.71949768,30.16173935,1.98,389900,4,7,2019,35,0,7,1,2,2,0,1,0,3319,1,0,1,1,3.066666667,3.666666667,1532,12,3.0,5,2,5,259000.0,0,pink
128,-97.79470062,30.48785782,2.21,536170,9,8,2018,1,0,6,3,0,0,0,0,0,3415,1,0,1,1,3.3,7.666666667,1259,14,4.0,5,2,8,410000.0,0,pink
129,-97.86055756,30.42441559,1.98,665000,1,11,2018,87,0,1,2,0,0,0,0,0,4137,1,0,1,1,2.033333333,7.0,1277,16,4.0,5,2,20,489000.0,0,pink
130,-97.5848465,30.24393082,1.98,179900,1,3,2018,24,0,5,1,0,0,0,0,0,1587,1,0,1,1,1.7,3.0,1457,13,2.0,4,1,34,204200.0,0,pink
131,-97.82756805,30.43614769,1.98,519900,1,9,2020,55,0,7,2,1,2,0,1,0,2766,1,0,1,1,1.4,8.0,1275,15,3.0,4,2,27,489000.0,0,pink
132,-97.63470459,30.22014999,1.98,341054,2,12,2019,2,0,2,0,0,0,0,0,0,2643,1,0,1,1,3.133333333,3.0,1457,13,3.0,4,2,2,204200.0,0,pink
133,-97.7973175,30.37620926,1.98,428000,10,10,2019,20,0,1,2,2,0,0,0,0,2576,1,0,1,1,2.833333333,7.0,1523,17,3.0,3,2,37,585000.0,0,pink
134,-97.58971405,30.2273674,1.98,185000,2,12,2018,26,0,7,2,0,0,0,0,0,1203,1,0,1,1,1.866666667,3.0,1457,13,2.0,3,1,16,204200.0,0,pink
135,-97.79748535,30.4965477,2.21,415000,2,8,2018,40,0,3,2,0,0,0,0,0,3257,1,0,1,1,1.866666667,8.333333333,1481,16,4.0,5,2,13,410000.0,0,pink
136,-97.66196442,30.43280029,1.98,299900,5,10,2020,60,0,4,2,1,2,0,0,0,2505,1,0,1,1,1.4,2.666666667,1063,14,3.0,4,2,8,289700.0,0,pink
137,-97.62763977,30.28300095,1.98,249900,2,6,2018,35,0,4,1,0,0,0,0,0,1659,1,0,1,2,2.766666667,3.666666667,1085,11,3.0,3,2,12,249000.0,0,pink
138,-97.91303253,30.35407639,1.98,725000,1,5,2019,40,0,4,3,0,1,0,1,0,3486,1,0,1,1,2.5,8.333333333,1533,17,4.0,4,2,15,550000.0,1,light purple
139,-97.57384491,30.23840714,1.98,198000,4,12,2019,20,0,4,2,1,1,0,0,0,1321,1,0,1,1,2.2,3.0,1457,13,3.0,3,2,6,204200.0,0,pink
140,-97.80758667,30.37429428,1.98,550000,7,1,2018,1,0,3,2,0,0,0,0,0,2100,1,0,1,1,4.833333333,7.0,1177,16,2.0,3,1,37,887450.0,1,light purple
141,-97.62870026,30.22450066,1.98,179900,1,6,2018,22,0,1,0,0,0,0,0,0,1500,1,0,1,1,2.9,3.0,1457,13,2.0,3,1,26,204200.0,0,pink
142,-97.80654907,30.44456291,1.98,355000,2,9,2020,27,0,5,2,0,3,0,1,0,1616,0,1,1,1,0.933333333,8.666666667,1632,16,3.0,3,2,21,585000.0,0,pink
143,-97.64974976,30.40708923,1.98,310000,1,5,2020,28,0,3,2,0,0,0,0,0,2046,0,2,1,1,1.0,3.0,1108,14,2.0,4,1,28,274900.0,0,pink
144,-97.58594513,30.24452972,1.98,155000,1,2,2018,12,0,4,1,0,0,0,0,0,1411,1,0,1,1,1.666666667,3.0,1457,13,2.0,3,1,34,204200.0,0,pink
145,-97.59120178,30.23264694,1.98,189000,1,6,2019,36,0,0,1,0,0,0,0,0,1892,1,0,1,1,1.766666667,3.0,1457,13,3.0,3,2,17,204200.0,0,pink
146,-97.91254425,30.35555267,1.98,1025000,2,8,2020,58,0,3,2,2,1,0,1,0,4558,1,0,1,1,2.5,8.333333333,1533,17,5.0,5,2,14,550000.0,1,light purple
