,latitude,longitude,propertyTaxRate,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,yearBuilt,price,numPriceChanges,saleDate,saleMonth,saleYear,latestPriceSource,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,medianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,age,value,ageCategory,zipcode,zipcode_median
0,30.43063164,-97.66307831,1.98,True,True,True,True,False,False,Single Family,2012,305000,5,9/2/2019,9,2019,"Coldwell Banker United, Realtors - South Austin",39,0,5,2,1,3,0,1,0,6011,2601,1,0,1,1,1.266666667,2.666666667,1063,14,3.0,4,2,9,Below Median,<=10 Yrs,78660,289700.0
1,30.4326725,-97.66169739,1.98,True,True,True,True,False,False,Single Family,2013,295000,1,10/13/2020,10,2020,Agent Provided,29,0,1,2,0,0,0,0,0,6185,1768,1,0,1,1,1.4,2.666666667,1063,14,2.0,4,1,8,Below Median,<=10 Yrs,78660,289700.0
2,30.40974808,-97.63977051,1.98,True,True,False,True,False,False,Single Family,2018,256125,1,7/31/2019,7,2019,Agent Provided,2,0,4,1,0,1,0,0,0,7840,1478,0,2,1,1,1.2,3.0,1108,14,2.0,3,1,3,Below Median,<=10 Yrs,78660,289700.0
3,30.43211174,-97.66165924,1.98,True,True,True,True,False,False,Single Family,2013,240000,4,8/8/2018,8,2018,Agent Provided,9,0,0,2,0,0,0,0,0,6098,1678,1,0,1,1,1.4,2.666666667,1063,14,2.0,3,1,8,Below Median,<=10 Yrs,78660,289700.0
4,30.43736839,-97.65686035,1.98,True,True,False,True,False,False,Single Family,2002,239900,3,10/31/2018,10,2018,Agent Provided,27,0,0,1,0,0,0,0,0,6708,2132,1,0,1,1,1.133333333,4.0,1223,14,3.0,3,2,19,Below Median,10-20 Yrs,78660,289700.0
5,30.43777466,-97.65618134,1.98,True,True,True,True,False,False,Single Family,2020,309045,2,8/5/2020,8,2020,Broker Provided,2,0,3,1,2,2,0,0,0,5161,1446,1,0,1,1,1.066666667,4.0,1223,14,2.0,3,1,1,Below Median,<=10 Yrs,78660,289700.0
6,30.4146843,-97.64339447,1.98,True,False,False,False,False,False,Single Family,2016,315000,2,6/11/2020,6,2020,Broker Provided,36,0,3,1,0,0,0,0,0,12196,2432,1,0,1,1,1.233333333,3.666666667,1051,12,3.0,4,2,5,Below Median,<=10 Yrs,78660,289700.0
7,30.43940353,-97.65803528,1.98,True,True,False,True,False,False,Single Family,2002,219900,2,10/10/2018,10,2018,Agent Provided,21,0,3,1,0,0,0,0,0,5140,1422,1,0,1,1,1.166666667,4.0,1223,14,3.0,3,2,19,Below Median,10-20 Yrs,78660,289700.0
8,30.43909645,-97.65795898,1.98,True,True,False,True,False,False,Single Family,2002,225000,1,9/19/2019,9,2019,Agent Provided,16,0,2,1,1,1,0,0,0,3811,1870,1,0,1,1,1.166666667,4.0,1223,14,2.0,3,2,19,Below Median,10-20 Yrs,78660,289700.0
9,30.16070175,-97.63812256,1.98,True,True,True,True,False,False,Single Family,2013,194800,1,9/11/2018,9,2018,Agent Provided,23,0,3,2,0,0,0,0,0,5183,1422,1,0,1,1,1.2,3.0,1615,14,3.0,3,2,8,Below Median,<=10 Yrs,78617,199800.0
10,30.41493416,-97.64328766,1.98,True,True,True,True,False,False,Single Family,2016,279900,2,8/28/2020,8,2020,Agent Provided,32,0,3,2,0,3,0,0,0,5401,1580,1,0,1,1,1.2,3.666666667,1051,12,2.0,3,1,5,Below Median,<=10 Yrs,78660,289700.0
11,30.159338,-97.63335419,1.98,True,True,False,True,False,False,Single Family,2016,250000,1,4/12/2019,4,2019,Agent Provided,37,0,4,1,0,0,0,0,0,4965,2281,1,0,1,1,1.2,3.0,1615,14,3.0,3,2,5,Below Median,<=10 Yrs,78617,199800.0
12,30.16776848,-97.62343597,1.98,True,True,True,True,False,True,Single Family,2005,239900,9,9/5/2020,9,2020,Buttross Properties,28,0,4,2,1,0,0,0,0,6011,1762,1,0,1,1,0.633333333,3.333333333,1626,14,2.0,4,1,16,Below Median,10-20 Yrs,78617,199800.0
13,30.15428352,-97.65058136,1.98,True,True,False,True,False,False,Single Family,2003,200000,1,12/15/2018,12,2018,Agent Provided,16,0,4,1,0,0,0,0,0,6926,1326,1,0,1,1,1.833333333,3.0,1615,14,2.0,3,1,18,Below Median,10-20 Yrs,78617,199800.0
14,30.15972137,-97.63627625,1.98,True,True,True,True,False,False,Single Family,2010,131679,5,8/18/2020,8,2020,Broker Provided,54,0,2,2,1,1,0,0,0,10846,1655,1,0,1,1,1.233333333,3.0,1615,14,3.0,3,2,11,Below Median,10-20 Yrs,78617,199800.0
15,30.15768814,-97.64641571,1.98,True,True,True,True,False,False,Single Family,2000,200000,1,6/2/2020,6,2020,Broker Provided,25,0,4,2,3,1,0,1,0,6621,1228,1,0,1,1,1.466666667,3.0,1615,14,2.0,3,1,21,Below Median,20-30 Yrs,78617,199800.0
16,30.16875839,-97.61647034,1.98,True,True,True,True,False,False,Single Family,2009,212000,5,2/27/2019,2,2019,Agent Provided,26,0,3,2,0,0,0,0,0,10802,1752,1,0,1,1,0.566666667,3.333333333,1626,14,2.0,4,1,12,Below Median,10-20 Yrs,78617,199800.0
17,30.48640823,-97.79472351,2.21,True,True,False,True,False,False,Single Family,2014,687850,13,8/28/2018,8,2018,Agent Provided,40,0,4,2,0,0,0,0,0,10672,4564,1,0,1,1,3.266666667,7.666666667,1259,14,6.0,5,2,7,Median or Above,<=10 Yrs,78717,410000.0
18,30.49437523,-97.79651642,2.21,True,True,True,True,False,True,Single Family,2007,409000,4,12/3/2018,12,2018,Agent Provided,31,0,6,3,0,0,0,0,0,9060,3233,1,0,1,1,1.933333333,8.333333333,1481,16,4.0,5,2,14,Median or Above,10-20 Yrs,78717,410000.0
19,30.25570679,-97.5769577,1.98,False,True,True,True,False,False,Single Family,2006,199000,3,12/22/2020,12,2020,Agent Provided,21,1,2,2,1,0,0,0,0,7448,1511,1,0,1,1,2.433333333,2.666666667,1478,13,2.0,3,1,15,Below Median,10-20 Yrs,78724,249000.0
20,30.49563789,-97.79787445,2.21,True,True,False,True,False,False,Single Family,2008,400000,2,1/10/2020,1,2020,Pure Gold Realty,20,0,3,2,0,0,0,0,0,7666,2228,1,0,1,1,1.9,8.333333333,1481,16,2.0,3,1,13,Below Median,10-20 Yrs,78717,410000.0
21,30.49025726,-97.79174042,2.21,True,True,True,True,False,False,Residential,2015,699000,1,12/7/2020,12,2020,Central Texas MLS,36,0,7,2,2,0,0,0,1,10890,4020,1,0,1,1,3.266666667,7.666666667,1259,14,4.0,4,2,6,Median or Above,<=10 Yrs,78717,410000.0
22,30.48877525,-97.79489899,2.21,True,True,True,True,False,False,Single Family,2013,549900,2,3/13/2018,3,2018,Agent Provided,69,0,4,3,0,0,0,0,0,8494,3494,1,0,1,1,3.3,7.666666667,1259,14,5.0,4,2,8,Median or Above,<=10 Yrs,78717,410000.0
23,30.08774757,-97.7052002,1.98,False,True,True,True,False,False,Mobile / Manufactured,2007,350000,6,3/29/2019,3,2019,Agent Provided,27,0,3,2,0,0,0,0,0,107593,1216,1,0,1,1,5.2,3.333333333,1557,14,5.0,8,1,14,Below Median,10-20 Yrs,78747,275000.0
24,30.2331543,-97.58731842,1.98,False,True,True,True,False,False,Single Family,1999,240000,2,12/31/2020,12,2020,Agent Provided,10,0,4,2,2,0,0,0,0,5183,1534,1,0,1,1,1.8,3.0,1457,13,3.0,3,1,22,Below Median,20-30 Yrs,78725,204200.0
25,30.23806572,-97.57801819,1.98,True,True,True,True,False,False,Single Family,2013,249900,1,12/4/2020,12,2020,Broker Provided,35,2,3,2,1,1,0,0,0,7405,1738,1,0,1,1,1.966666667,3.0,1457,13,2.0,3,1,8,Below Median,<=10 Yrs,78725,204200.0
26,30.49218941,-97.79308319,2.21,True,True,True,True,False,False,Single Family,2010,400000,2,4/22/2020,4,2020,Broker Provided,21,0,3,3,2,1,0,1,0,12196,2630,1,0,1,1,2.033333333,8.333333333,1481,16,3.0,5,2,11,Below Median,10-20 Yrs,78717,410000.0
27,30.23823738,-97.57833099,1.98,True,True,True,True,False,False,Single Family,2012,200000,1,1/30/2018,1,2018,Agent Provided,33,0,5,2,0,0,0,0,0,8145,1652,1,0,1,1,1.966666667,3.0,1457,13,2.0,3,1,9,Below Median,<=10 Yrs,78725,204200.0
28,30.42645645,-97.85929108,1.98,True,True,True,True,False,True,Single Family,2004,875000,2,11/9/2020,11,2020,Agent Provided,38,0,8,2,4,1,0,0,0,30056,3402,1,0,1,1,2.066666667,7.0,1277,16,4.0,4,2,17,Median or Above,10-20 Yrs,78726,489000.0
29,30.10340118,-97.71691132,1.98,False,True,True,True,False,False,Single Family,1970,164995,4,10/27/2020,10,2020,Agent Provided,29,0,1,2,2,2,0,1,0,102366,2350,1,0,1,1,4.766666667,3.333333333,1557,14,2.0,3,1,51,Below Median,50+ Yrs,78747,275000.0
30,30.17614555,-97.69814301,1.98,True,True,True,True,False,False,Single Family,2016,287500,2,4/18/2019,4,2019,Agent Provided,40,0,4,2,0,0,0,0,0,6141,1634,1,0,1,1,2.9,3.666666667,1532,12,2.0,3,1,5,Below Median,<=10 Yrs,78744,259000.0
31,30.48899651,-97.79379272,2.21,True,True,True,True,False,False,Single Family,2013,650000,1,3/25/2020,3,2020,Broker Provided,1,0,3,3,1,0,0,2,0,8363,3047,1,0,1,1,3.3,7.666666667,1259,14,4.0,4,1,8,Median or Above,<=10 Yrs,78717,410000.0
32,30.24176788,-97.57905579,1.98,True,True,False,True,False,False,Single Family,2015,196000,1,1/10/2019,1,2019,Spyglass Realty and Investment,29,0,7,1,0,0,0,0,0,5532,1399,1,0,1,1,1.933333333,3.0,1457,13,2.0,3,1,6,Below Median,<=10 Yrs,78725,204200.0
33,30.0850296,-97.69979095,1.98,False,False,False,True,False,False,Single Family,1985,239999,5,8/23/2018,8,2018,Agent Provided,35,0,1,0,0,0,0,0,0,411206,1264,1,0,1,1,5.366666667,3.333333333,1557,14,2.0,3,1,36,Below Median,30-40 Yrs,78747,275000.0
34,30.42596436,-97.85840607,1.98,True,True,False,True,False,False,Single Family,2005,830000,5,9/17/2019,9,2019,Agent Provided,37,0,4,1,1,3,0,1,0,19166,3573,1,0,1,1,2.0,7.0,1277,16,5.0,4,2,16,Median or Above,10-20 Yrs,78726,489000.0
35,30.23158455,-97.59126282,1.98,True,True,False,True,False,False,Single Family,2000,219990,1,6/7/2019,6,2019,Broker Provided,24,0,4,1,0,1,0,0,0,6229,2035,1,0,1,1,1.766666667,3.0,1457,13,3.0,3,2,21,Below Median,20-30 Yrs,78725,204200.0
36,30.21509933,-97.63643646,1.98,True,True,False,True,False,False,Single Family,2009,195000,1,3/28/2019,3,2019,Agent Provided,26,0,4,1,0,0,0,0,0,6751,1304,1,0,1,1,3.266666667,3.0,1457,13,2.0,3,1,12,Below Median,10-20 Yrs,78725,204200.0
37,30.41598701,-97.90055847,1.98,True,True,True,True,True,True,Single Family,2005,4250000,7,8/15/2018,8,2018,Broker Provided,40,0,7,2,0,0,0,0,0,106286,7284,1,0,1,1,4.1,7.0,1277,16,7.0,7,2,16,Median or Above,10-20 Yrs,78732,550000.0
38,30.17544556,-97.69815826,1.98,True,True,True,True,False,False,Single Family,2016,309999,1,3/26/2018,3,2018,Broker Provided,31,0,7,2,0,0,0,0,0,7100,1907,1,0,1,1,2.9,3.666666667,1532,12,3.0,3,2,5,Below Median,<=10 Yrs,78744,259000.0
39,30.4428997,-97.824646,1.98,True,True,True,True,False,False,Single Family,1988,427000,5,3/4/2020,3,2020,Broker Provided,8,0,2,2,2,2,0,1,0,10890,2484,1,0,1,1,1.233333333,8.0,1275,15,3.0,4,2,33,Below Median,30-40 Yrs,78726,489000.0
40,30.22610283,-97.59052277,1.98,True,True,False,True,False,False,Single Family,2006,205000,2,1/25/2018,1,2018,Agent Provided,24,0,6,1,0,0,0,0,0,4399,2088,1,0,1,1,1.9,3.0,1457,13,3.0,4,1,15,Below Median,10-20 Yrs,78725,204200.0
41,30.11837578,-97.70490265,1.98,False,True,False,True,False,False,Single Family,2013,300000,4,11/30/2018,11,2018,Agent Provided,31,0,2,0,0,0,0,0,0,43560,2100,1,0,1,1,4.9,3.666666667,1532,12,3.0,4,1,8,Below Median,<=10 Yrs,78747,275000.0
42,30.49414444,-97.79753113,2.21,True,True,False,True,False,True,Single Family,2008,344600,3,9/5/2019,9,2019,Agent Provided,41,0,5,2,2,0,0,2,0,6786,2134,1,0,1,1,2.0,8.333333333,1481,16,3.0,3,2,13,Below Median,10-20 Yrs,78717,410000.0
43,30.41670609,-97.90070343,1.98,False,True,True,True,True,True,Single Family,1992,3395000,9,7/10/2020,7,2020,Agent Provided,56,0,4,3,3,0,2,0,0,86684,4747,1,0,1,1,4.166666667,7.0,1277,16,5.0,5,1,29,Median or Above,20-30 Yrs,78732,550000.0
44,30.16147995,-97.72125244,1.98,True,True,True,True,False,False,Single Family,2015,399900,1,6/26/2020,6,2020,Broker Provided,40,0,4,2,1,4,0,0,0,8537,2629,1,0,1,1,3.133333333,3.666666667,1532,12,3.0,3,1,6,Below Median,<=10 Yrs,78744,259000.0
45,30.42639351,-97.79273224,1.98,False,True,True,True,True,False,Single Family,1991,648000,6,11/30/2020,11,2020,Austin City Realty Sales,50,0,6,2,2,2,0,0,0,11325,2567,1,0,1,1,1.166666667,9.0,1616,16,3.0,4,2,30,Median or Above,20-30 Yrs,78750,585000.0
46,30.2131176,-97.63728333,1.98,True,True,False,True,False,False,Single Family,2009,186500,1,2/1/2018,2,2018,Agent Provided,6,0,3,1,0,0,0,0,0,7797,1420,1,0,1,1,3.3,3.0,1457,13,2.0,3,1,12,Below Median,10-20 Yrs,78725,204200.0
47,30.23823547,-97.58043671,1.98,True,True,True,True,False,False,Single Family,2015,219000,1,4/3/2020,4,2020,Agent Provided,28,0,5,2,1,1,0,0,0,4617,1267,1,0,1,1,1.9,3.0,1457,13,2.0,3,1,6,Below Median,<=10 Yrs,78725,204200.0
48,30.22929382,-97.59007263,1.98,True,True,False,True,False,False,Single Family,2004,179900,1,3/22/2018,3,2018,Agent Provided,25,0,0,1,0,0,0,0,0,5924,1194,1,0,1,1,1.833333333,3.0,1457,13,2.0,3,1,17,Below Median,10-20 Yrs,78725,204200.0
49,30.46325684,-97.78580475,2.21,True,True,False,True,False,False,Single Family,2011,405000,1,2/18/2020,2,2020,Agent Provided,28,0,3,2,2,1,0,1,0,5619,2142,1,0,1,1,2.3,6.0,1228,14,2.0,3,1,10,Below Median,<=10 Yrs,78729,335000.0
50,30.41860008,-97.89057159,1.98,True,True,True,True,False,True,Single Family,2006,2950000,4,10/17/2019,10,2019,Agent Provided,40,0,4,4,0,0,0,0,0,68389,9591,1,0,1,1,3.533333333,7.0,1277,16,7.0,5,2,15,Median or Above,10-20 Yrs,78732,550000.0
51,30.11583138,-97.71607208,1.98,False,True,False,True,False,True,Single Family,1993,565000,1,8/1/2019,8,2019,Agent Provided,25,0,2,1,3,2,0,0,0,1001880,2169,1,0,1,1,4.633333333,3.333333333,1557,14,3.0,3,2,28,Median or Above,20-30 Yrs,78747,275000.0
52,30.21501923,-97.63804626,1.98,True,True,False,True,False,False,Single Family,2014,194098,1,3/6/2019,3,2019,Agent Provided,9,0,5,1,0,0,0,0,0,5445,1296,1,0,1,1,3.333333333,3.0,1457,13,2.0,3,1,7,Below Median,<=10 Yrs,78725,204200.0
53,30.25937271,-97.58674622,1.98,True,True,True,True,False,False,Single Family,2018,255700,2,4/5/2019,4,2019,Broker Provided,22,0,3,2,0,0,0,0,0,6098,2570,1,0,1,1,2.2,2.666666667,1478,13,3.0,4,2,3,Below Median,<=10 Yrs,78724,249000.0
54,30.44238663,-97.82499695,1.98,True,True,False,True,False,False,Single Family,1989,495000,1,6/7/2019,6,2019,Broker Provided,1,0,3,1,0,0,0,0,0,9147,3140,1,0,1,1,1.233333333,8.0,1275,15,3.0,5,2,32,Median or Above,30-40 Yrs,78726,489000.0
55,30.1761322,-97.69773102,1.98,True,True,True,True,False,False,Single Family,2016,325000,4,8/18/2020,8,2020,Broker Provided,67,0,4,2,1,1,0,1,0,6141,2068,1,0,1,1,2.9,3.666666667,1532,12,3.0,4,2,5,Below Median,<=10 Yrs,78744,259000.0
56,30.10301971,-97.69129944,1.98,False,True,True,True,False,False,Single Family,1982,250000,1,8/13/2020,8,2020,Agent Provided,31,0,3,2,2,0,0,0,0,64468,2736,1,0,1,1,4.833333333,3.333333333,1557,14,2.0,4,1,39,Below Median,30-40 Yrs,78719,250000.0
57,30.23895073,-97.5803299,1.98,True,True,True,True,False,True,Single Family,2006,198500,4,4/13/2020,4,2020,Agent Provided,27,0,5,2,1,1,0,0,0,5749,1807,1,0,1,1,1.866666667,3.0,1457,13,2.0,4,1,15,Below Median,10-20 Yrs,78725,204200.0
58,30.44222832,-97.82511139,1.98,True,True,True,True,False,True,Single Family,1990,485000,1,10/30/2020,10,2020,Agent Provided,60,0,5,2,1,1,0,0,0,8624,2956,1,0,1,1,1.233333333,8.0,1275,15,3.0,5,1,31,Median or Above,30-40 Yrs,78726,489000.0
59,30.41809464,-97.90081787,1.98,False,True,True,True,True,True,Single Family,1996,5495000,5,10/28/2020,10,2020,Agent Provided,43,0,2,2,0,0,0,0,0,24829,8800,1,0,1,1,4.166666667,7.0,1277,16,8.0,5,3,25,Median or Above,20-30 Yrs,78732,550000.0
60,30.49202919,-97.79917908,2.21,True,True,True,True,False,False,Single Family,2016,440000,1,5/15/2020,5,2020,Broker Provided,31,0,4,3,1,2,0,1,0,5536,2595,1,0,1,1,2.1,8.333333333,1481,16,3.0,5,2,5,Median or Above,<=10 Yrs,78717,410000.0
61,30.21296501,-97.63726807,1.98,True,True,False,True,False,False,Single Family,2010,225000,2,2/1/2019,2,2019,Broker Provided,19,0,5,1,0,0,0,0,0,9626,1420,1,0,1,1,3.3,3.0,1457,13,2.0,3,1,11,Below Median,10-20 Yrs,78725,204200.0
62,30.24004555,-97.58735657,1.98,True,True,True,True,False,True,Single Family,2003,207900,4,7/4/2018,7,2018,Agent Provided,26,0,2,2,0,0,0,0,0,5314,1929,1,0,1,1,1.633333333,3.0,1457,13,2.0,3,1,18,Below Median,10-20 Yrs,78725,204200.0
63,30.43397141,-97.8055191,1.98,True,True,True,True,True,False,Single Family,1976,575000,1,1/8/2021,1,2021,Agent Provided,23,0,4,2,1,0,0,0,0,14810,2170,0,1,1,1,1.2,8.666666667,1632,16,2.0,4,1,45,Median or Above,40-50 Yrs,78750,585000.0
64,30.23721313,-97.5835495,1.98,True,True,False,True,False,False,Single Family,1996,200000,1,9/24/2019,9,2019,Agent Provided,30,0,2,1,0,1,0,0,0,6969,1592,1,0,1,1,1.766666667,3.0,1457,13,3.0,3,2,25,Below Median,20-30 Yrs,78725,204200.0
65,30.48861694,-97.79280853,2.21,True,True,False,True,False,False,Single Family,2016,675000,2,7/25/2019,7,2019,Broker Provided,40,0,3,2,1,0,0,0,0,12632,3837,1,0,1,1,3.266666667,7.666666667,1259,14,5.0,5,2,5,Median or Above,<=10 Yrs,78717,410000.0
66,30.42463112,-97.8576889,1.98,True,True,False,True,False,False,Single Family,2011,975000,1,1/31/2018,1,2018,Agent Provided,36,0,3,1,0,0,0,0,0,58806,3450,1,0,1,1,1.9,7.0,1277,16,4.0,4,1,10,Median or Above,<=10 Yrs,78726,489000.0
67,30.45297623,-97.78694916,2.21,False,True,True,True,False,False,Single Family,1976,259000,2,1/19/2019,1,2019,Agent Provided,19,0,4,3,0,0,0,0,0,16552,1239,1,0,1,1,1.766666667,5.333333333,1369,12,2.0,3,1,45,Below Median,40-50 Yrs,78729,335000.0
68,30.17658806,-97.69738007,1.98,True,True,False,True,False,False,Single Family,2016,275000,1,2/10/2020,2,2020,Broker Provided,40,0,4,1,0,0,0,1,0,5488,1449,1,0,1,1,2.9,3.666666667,1532,12,2.0,3,1,5,Below Median,<=10 Yrs,78744,259000.0
69,30.23699188,-97.58533478,1.98,True,True,False,True,False,False,Single Family,1997,199999,4,8/23/2019,8,2019,Agent Provided,18,0,3,1,1,0,0,0,0,5227,1335,1,0,1,1,1.733333333,3.0,1457,13,2.0,3,1,24,Below Median,20-30 Yrs,78725,204200.0
70,30.22005844,-97.63460541,1.98,True,True,True,True,False,False,Single Family,2020,268729,5,6/29/2020,6,2020,Broker Provided,1,0,3,1,0,1,0,1,0,4800,1514,1,0,1,1,3.133333333,3.0,1457,13,2.0,3,1,1,Below Median,<=10 Yrs,78725,204200.0
71,30.48804855,-97.79401398,2.21,True,True,False,True,False,False,Single Family,2013,625000,1,7/22/2019,7,2019,Broker Provided,30,0,2,2,1,0,0,0,0,15681,3111,1,0,1,1,3.266666667,7.666666667,1259,14,3.0,4,1,8,Median or Above,<=10 Yrs,78717,410000.0
72,30.44311714,-97.82407379,1.98,True,True,True,True,False,False,Single Family,1989,435000,7,7/24/2020,7,2020,Broker Provided,65,0,2,2,2,0,0,2,0,8973,3113,1,0,1,1,1.2,8.0,1275,15,3.0,4,2,32,Median or Above,30-40 Yrs,78726,489000.0
73,30.17620659,-97.6965332,1.98,True,True,False,True,False,False,Single Family,2016,285000,2,12/21/2018,12,2018,Agent Provided,1,0,4,1,0,0,0,0,0,5662,1973,1,0,1,1,2.9,3.666666667,1532,12,3.0,3,2,5,Below Median,<=10 Yrs,78744,259000.0
74,30.35284042,-97.79354858,1.98,True,True,False,True,False,False,Townhouse,1995,399900,1,1/31/2019,1,2019,Agent Provided,26,0,3,1,0,0,0,0,0,3963,1487,1,0,1,1,3.4,7.0,1177,16,2.0,2,1,26,Median or Above,20-30 Yrs,78731,750000.0
75,30.23677063,-97.58175659,1.98,True,True,False,True,False,False,Single Family,2016,215000,1,8/16/2019,8,2019,Agent Provided,27,0,3,1,0,0,0,0,0,5749,1370,1,0,1,1,1.833333333,3.0,1457,13,2.0,3,1,5,Below Median,<=10 Yrs,78725,204200.0
76,30.42306328,-97.86306763,1.98,True,True,True,True,False,False,Single Family,2000,519500,3,11/4/2020,11,2020,Broker Provided,67,0,2,2,1,3,0,0,0,7666,3055,1,0,1,1,2.1,7.0,1277,16,4.0,4,2,21,Median or Above,20-30 Yrs,78726,489000.0
77,30.39213753,-97.8269043,1.98,True,True,False,True,False,False,Townhouse,2010,450000,1,8/16/2018,8,2018,Agent Provided,14,0,2,1,0,0,0,0,0,6368,2283,1,0,1,1,0.6,7.0,1381,16,3.0,4,2,11,Median or Above,10-20 Yrs,78750,585000.0
78,30.43273163,-97.82700348,1.98,True,True,False,True,False,False,Single Family,1995,463700,1,10/2/2018,10,2018,Agent Provided,37,0,2,1,0,0,0,0,0,9539,3115,1,0,1,1,1.533333333,8.0,1275,15,3.0,4,2,26,Median or Above,20-30 Yrs,78726,489000.0
79,30.24313545,-97.58552551,1.98,True,True,True,True,False,False,Single Family,1987,209900,1,3/3/2020,3,2020,Agent Provided,23,0,7,2,0,0,0,1,0,5558,1419,1,0,1,1,1.666666667,3.0,1457,13,2.0,3,1,34,Below Median,30-40 Yrs,78725,204200.0
80,30.17849541,-97.6966629,1.98,True,True,True,True,False,False,Single Family,2016,375000,2,8/31/2020,8,2020,Agent Provided,78,0,2,2,1,0,0,0,0,6969,2682,1,0,1,1,2.9,3.666666667,1532,12,5.0,7,2,5,Below Median,<=10 Yrs,78744,259000.0
81,30.21564484,-97.63555145,1.98,True,True,True,True,False,False,Single Family,2014,229900,1,6/29/2020,6,2020,Agent Provided,32,0,2,2,1,1,0,0,0,4573,1936,1,0,1,1,3.2,3.0,1457,13,3.0,4,2,7,Below Median,<=10 Yrs,78725,204200.0
82,30.42333984,-97.8644104,1.98,True,True,True,True,False,True,Single Family,2001,549900,1,8/24/2018,8,2018,Agent Provided,38,0,3,2,0,0,0,0,0,10105,3794,1,0,1,1,2.133333333,7.0,1277,16,4.0,4,2,20,Median or Above,10-20 Yrs,78726,489000.0
83,30.37599945,-97.7984848,1.98,True,True,False,True,False,False,Single Family,1983,690000,3,1/19/2019,1,2019,Agent Provided,36,0,5,1,0,0,0,0,0,10367,2967,1,0,1,1,2.933333333,7.0,1523,17,3.0,4,2,38,Median or Above,30-40 Yrs,78750,585000.0
84,30.48835182,-97.79445648,2.21,True,True,False,True,False,False,Single Family,2014,584900,1,3/18/2019,3,2019,Agent Provided,43,0,3,2,0,0,0,0,0,7501,3787,1,0,1,1,3.3,7.666666667,1259,14,4.0,5,2,7,Median or Above,<=10 Yrs,78717,410000.0
85,30.43100929,-97.66204071,1.98,True,True,True,True,False,False,Single Family,2011,287500,3,6/30/2018,6,2018,Agent Provided,47,0,3,2,0,0,0,0,0,7623,2314,1,0,1,1,1.333333333,2.666666667,1063,14,3.0,5,1,10,Below Median,<=10 Yrs,78660,289700.0
86,30.44328117,-97.79827881,1.98,True,True,False,True,False,False,Single Family,1977,599800,2,9/30/2019,9,2019,Agent Provided,40,0,7,1,2,1,0,1,0,11325,2753,0,1,1,1,0.833333333,8.666666667,1632,16,3.0,5,1,44,Median or Above,40-50 Yrs,78750,585000.0
87,30.17821121,-97.69682312,1.98,True,True,False,True,False,False,Single Family,2016,325000,1,9/12/2018,9,2018,Agent Provided,22,0,4,1,0,0,0,0,0,6185,2068,1,0,1,1,2.9,3.666666667,1532,12,3.0,4,2,5,Below Median,<=10 Yrs,78744,259000.0
88,30.50044441,-97.79090881,2.21,True,True,True,True,False,False,Single Family,2006,350000,2,8/26/2020,8,2020,Agent Provided,27,0,4,3,1,1,0,1,0,5140,1791,1,0,1,1,1.633333333,8.333333333,1481,16,3.0,3,2,15,Below Median,10-20 Yrs,78717,410000.0
89,30.42362785,-97.86334991,1.98,True,True,False,True,False,False,Single Family,2001,574900,1,3/1/2018,3,2018,Agent Provided,1,0,3,1,0,0,0,0,0,11325,3338,1,0,1,1,2.133333333,7.0,1277,16,4.0,4,2,20,Median or Above,10-20 Yrs,78726,489000.0
90,30.39304733,-97.82636261,1.98,True,True,True,True,False,False,Condo,2013,374000,3,4/22/2019,4,2019,Agent Provided,25,0,3,2,0,0,0,0,0,6368,2283,1,0,1,1,0.6,7.0,1381,16,3.0,4,2,8,Below Median,<=10 Yrs,78750,585000.0
91,30.44368362,-97.79793549,1.98,True,True,False,True,False,False,Single Family,1977,699900,3,10/25/2019,10,2019,Broker Provided,39,0,3,1,1,1,0,1,0,27442,2997,0,1,1,1,0.833333333,8.666666667,1632,16,3.0,4,1,44,Median or Above,40-50 Yrs,78750,585000.0
92,30.24139214,-97.57658386,1.98,True,True,False,True,False,False,Single Family,2017,205000,2,9/20/2019,9,2019,Agent Provided,22,0,3,1,0,0,0,1,0,7274,1225,1,0,1,1,2.033333333,3.0,1457,13,2.0,3,1,4,Below Median,<=10 Yrs,78725,204200.0
93,30.4257164,-97.86064148,1.98,True,True,True,True,False,False,Single Family,2002,425000,3,9/1/2020,9,2020,Agent Provided,120,0,3,2,1,2,0,1,0,9670,2864,1,0,1,1,2.066666667,7.0,1277,16,3.0,5,1,19,Below Median,10-20 Yrs,78726,489000.0
94,30.35377121,-97.79362488,1.98,True,True,False,True,False,False,Single Family,1984,425000,1,7/17/2019,7,2019,Agent Provided,1,0,7,1,0,2,0,1,0,3920,1573,1,0,1,1,3.433333333,7.0,1177,16,2.0,3,1,37,Median or Above,30-40 Yrs,78731,750000.0
